Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Channels,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
2Pac,"Do For Love","R U Still Down? [Remember Me]",album,0.874,0.63,-3.585,0.298,0.0578,0.00479,0.0582,0.717,95,4.693333333,"2pac - Do for Love [Official Video]",pandele18,1276815,24831,820,FALSE,FALSE,213745248,10.82474227,Spotify
2Pac,Changes,"Greatest Hits",compilation,0.865,0.665,-6.289,0.073,0.0453,0,0.224,0.331,111.113,4.48045,"2pac - Changes Original Music Video","The Best",306542,4350,305,FALSE,FALSE,411056377,2.96875,Spotify
2Pac,"Dear Mama","Me Against The World",album,0.773,0.54,-7.123,0.103,0.371,0,0.131,0.322,84.115,4.666666667,"2Pac - Dear Mama",2PacVEVO,381061439,3225481,134343,TRUE,TRUE,243928109,4.122137405,Youtube
2Pac,"Keep Ya Head Up","Strictly 4 My N.I.G.G.A.Z...",album,0.598,0.732,-7.013,0.425,0.144,0,0.508,0.595,172.329,4.375116667,"2Pac - Keep Ya Head Up (from album: "Strictly 4 My N.I.G.G.A.Z..."""","UPROXX Video",5434057,58781,2136,FALSE,FALSE,211103197,1.440944882,Spotify
2Pac,"2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg)","All Eyez On Me",album,0.849,0.904,-4.78,0.138,0.0248,0.0000511,0.0545,0.854,99.258,4.108883333,"2 Of Amerikaz Most Wanted (Feat. Snoop Dogg) - Official Music Video",2Pac,18949722,251281,6109,FALSE,TRUE,178709066,16.58715596,Spotify
2Pac,"Can't C Me","All Eyez On Me",album,0.795,0.852,-2.238,0.178,0.0442,0.00000347,0.39,0.673,95.44,5.512666667,"2Pac - Can't C Me (HD Video)",YinonBeatz,1002891,13416,814,FALSE,FALSE,117899041,2.184615385,Spotify
"Snoop Dogg","Bad Decisions (with BTS & Snoop Dogg)","Bad Decisions (with BTS & Snoop Dogg)",single,0.762,0.861,-3.296,0.0955,0.0185,0,0.264,0.955,120.048,2.878566667,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",bennyblancoVEVO,48725891,2843117,200546,TRUE,TRUE,172373567,3.261363636,Spotify
"Snoop Dogg","Young, Wild & Free (feat. Bruno Mars)","Mac and Devin Go to High School (Music from and Inspired by the Movie)",album,0.553,0.652,-6.685,0.206,0.0897,0,0.111,0.551,94.505,3.455783333,"Snoop Dogg & Wiz Khalifa - Young, Wild and Free ft. Bruno Mars [Official Video]","Wiz Khalifa",726601997,5635352,149004,FALSE,TRUE,1138123751,5.873873874,Spotify
"Snoop Dogg","Drop It Like It's Hot","R&G (Rhythm & Gangsta): The Masterpiece",album,0.888,0.632,-3.872,0.219,0.19,0,0.101,0.662,91.979,4.43445,"Snoop Dogg - Drop It Like It's Hot (Official Music Video) ft. Pharrell Williams",SnoopDoggVEVO,242845147,1854617,50520,TRUE,TRUE,466458137,6.257425743,Spotify
"Snoop Dogg","That's My N**** (with Meek Mill, YG & Snoop Dogg)","That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",single,0.723,0.732,-5.514,0.0864,0.11,0,0.484,0.503,104.991,3.329116667,"Meek Mill, YG & Snoop Dogg - That's My N**** (from Bright: The Album) [Official Audio]","Meek Mill",14272788,175218,3211,FALSE,TRUE,248359900,1.512396694,Spotify
"Snoop Dogg","From The D 2 The LBC (with Snoop Dogg)","Curtain Call 2",album,0.718,0.768,-7.87,0.25,0.0988,0,0.0957,0.591,164.038,3.562416667,"Eminem & Snoop Dogg - From The D 2 The LBC [Official Music Video]",EminemVEVO,70515275,2308329,97470,TRUE,TRUE,46192225,8.02507837,Youtube
"Snoop Dogg","Sweat - Remix","Sweat (Snoop Dogg Vs. David Guetta) [Remix]",single,0.813,0.732,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,3.26645,"Snoop Dogg - 'Sweat' Snoop Dogg vs David Guetta (Remix) [Official Video]",SnoopDoggVEVO,237582702,1010443,39623,TRUE,TRUE,222949118,8.861985472,Youtube
"Snoop Dogg",Beautiful,"Paid Tha Cost To Be Da Bo$$",album,0.907,0.695,-6.268,0.135,0.246,0,0.0808,0.961,101.007,4.971783333,"Snoop Dogg - Beautiful (Official Music Video) ft. Pharrell Williams",SnoopDoggVEVO,202432469,1231331,27893,TRUE,TRUE,202521145,8.601485149,Spotify
"Snoop Dogg","I Wanna Fuck You","Sexy Songs 2020",compilation,0.861,0.48,-8.433,0.0512,0.0459,0,0.351,0.278,99.972,2.980666667,"Akon ft Snoop Dogg - I Wanna Fuck You  Official Music Video (HD)",gurra12,31364,373,6,FALSE,FALSE,82111629,1.367521368,Spotify
"Snoop Dogg","QuÃ© MaldiciÃ³n","QuÃ© MaldiciÃ³n",single,0.755,0.531,-8.051,0.196,0.213,0,0.13,0.683,177.951,3.389333333,"BANDA MS FEAT. SNOOP DOGG - QUÃ‰ MALDICIÃ“N (Video Animado)","Lizos Music",84170696,1245805,51496,TRUE,TRUE,124225906,4.084615385,Spotify
"Snoop Dogg","Riders On The Storm - Fredwreck Remix","Riders On The Storm (Fredwreck Remix)",single,0.878,0.786,-5.273,0.152,0.416,0.000031,0.122,0.831,101.984,6.370666667,"Riders On The Storm - Snoop Dogg ft. The Doors",WeipwnsallXD,30994885,369883,12192,FALSE,FALSE,0,6.442622951,Youtube
"Lil Wayne","Love Me","I Am Not A Human Being II (Deluxe)",album,0.669,0.634,-6.476,0.0327,0.0125,0,0.0946,0.496,124.906,4.250883333,"Lil Wayne - Love Me ft. Drake, Future (Explicit) (Official Music Video)",LilWayneVEVO,475532733,2941752,113424,TRUE,TRUE,433564491,6.701902748,Youtube
"Lil Wayne","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors)",single,0.502,0.786,-4.378,0.317,0.255,0,0.65,0.739,169.021,4.058183333,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain","Atlantic Records",788318126,6142541,142101,TRUE,TRUE,1004661276,1.209230769,Spotify
"Lil Wayne",Mirror,"Tha Carter IV (Complete Edition)",album,0.328,0.622,-7.291,0.0866,0.858,0,0.104,0.401,74.267,3.80155,"Lil Wayne - Mirror ft. Bruno Mars (Official Music Video)",LilWayneVEVO,764982505,4833883,288946,TRUE,TRUE,417139141,5.980769231,Youtube
"Lil Wayne",Forever,"Relapse: Refill",album,0.457,0.906,-2.278,0.342,0.249,0,0.182,0.54,104.02,5.961783333,"Drake, Kanye West, Lil Wayne, Eminem - Forever (Explicit Version) (Official Music Video)",DrakeVEVO,351589402,2019702,183018,TRUE,TRUE,461843097,4.978021978,Spotify
"Lil Wayne","6 Foot 7 Foot","Tha Carter IV (Complete Edition)",album,0.364,0.752,-5.429,0.304,0.0007,0,0.318,0.606,79.119,4.143116667,"Lil Wayne - 6 Foot 7 Foot ft. Cory Gunz (Explicit) (Official Music Video)",LilWayneVEVO,180051134,1119672,88673,TRUE,TRUE,404959319,2.364779874,Spotify
"Lil Wayne",Lollipop,"Tha Carter III (MTV Bonus Version)",album,0.832,0.43,-9.39,0.0826,0.0606,0.00323,0.124,0.462,148.074,4.988883333,"Lil Wayne - Lollipop (Official Music Video) ft. Static",LilWayneVEVO,524707468,2641825,97534,TRUE,TRUE,387665450,3.467741935,Youtube
"Lil Wayne","A Milli","Tha Carter III (MTV Bonus Version)",album,0.663,0.688,-8.659,0.283,0.0391,0.00224,0.223,0.731,151.589,3.696883333,"Lil Wayne - A Milli",LilWayneVEVO,11856519,192622,4934,TRUE,TRUE,432215037,3.085201794,Spotify
"Lil Wayne","Scared of the Dark (feat. XXXTENTACION)","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",compilation,0.443,0.623,-6.717,0.0718,0.0468,0,0.247,0.156,79.365,3.883333333,"Lil Wayne, XXXTENTACION & Ty Dolla $ign - Scared of the Dark [Traduzione Italiana]",DistrictMusic,7163,256,8,FALSE,FALSE,205327632,2.522267206,Spotify
"Lil Wayne","ay! (feat. Lil Wayne)","mainstream sellout",album,0.742,0.617,-6.689,0.0345,0.05,0.0000592,0.0711,0.491,147.002,2.0698,"Machine Gun Kelly & Lil Wayne - ay! (Official Music Video)",MGKVEVO,19671055,273280,13598,TRUE,TRUE,62736773,8.677918425,Spotify
"Lil Wayne","Right Above It","I Am Not A Human Being",album,0.376,0.841,-4.348,0.356,0.0435,0,0.578,0.463,76.052,4.53245,"Right Above It (Explicit)","Lil Wayne - Topic",46104250,370102,1649,TRUE,TRUE,238468772,1.455017301,Spotify
Sia,Snowman,"Everyday Is Christmas (Deluxe Edition)",album,0.716,0.512,-6.257,0.0331,0.483,0,0.0928,0.326,104.957,2.765116667,"Sia - Snowman [Official Video]",Sia,215540369,4266217,67110,TRUE,TRUE,644668215,5.517241379,Spotify
Sia,Unstoppable,"This Is Acting (Deluxe Version)",album,0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,3.629116667,"Sia - Unstoppable (Official Video - Live from the Nostalgic For The Present Tour)",Sia,151276432,1964768,31983,TRUE,TRUE,731776557,7.712871287,Spotify
Sia,"Dusk Till Dawn (feat. Sia) - Radio Edit","Icarus Falls",album,0.259,0.437,-6.589,0.0386,0.102,0.00000132,0.106,0.0951,180.042,3.983333333,"ZAYN - Dusk Till Dawn (Official Video) ft. Sia",ZaynVEVO,1953769806,14149628,396631,TRUE,TRUE,1378235205,4.122641509,Youtube
Sia,"Cheap Thrills","This Is Acting (Deluxe Version)",album,0.628,0.698,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,3.527783333,"Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul",SiaVEVO,1788225602,8821956,193866,TRUE,TRUE,1538447140,7.69570011,Youtube
Sia,"Genius (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",album,0.603,0.615,-4.931,0.165,0.0799,0.0000672,0.117,0.561,158.657,3.561783333,"LSD - Genius ft. Sia, Diplo, Labrinth",SiaVEVO,331492365,3990442,81179,TRUE,TRUE,411692294,5.256410256,Spotify
Sia,"Elastic Heart","1000 Forms Of Fear (Deluxe Version)",album,0.421,0.791,-4.998,0.0496,0.0117,0.0000148,0.146,0.499,130.075,4.286666667,"Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)",SiaVEVO,1261263786,5191365,295936,TRUE,TRUE,733035056,5.417808219,Youtube
Sia,"Unstoppable - R3HAB Remix","Unstoppable (R3HAB Remix)",single,0.678,0.744,-4.058,0.234,0.495,0.0000235,0.0631,0.433,101.987,2.705883333,"Sia, R3HAB - Unstoppable (R3HAB Remix (Visualizer))",SiaVEVO,1298279,32710,1226,TRUE,TRUE,34819346,11.79080824,Spotify
Sia,"Del Mar",ENOC,album,0.759,0.636,-5.585,0.0369,0.0224,0.000143,0.166,0.536,109.976,3.575116667,"Ozuna x Doja Cat x Sia - Del Mar (Video Oficial)",Ozuna,106746356,988318,29233,TRUE,TRUE,300286185,3.831325301,Spotify
Sia,"Santa's Coming for Us","Everyday Is Christmas (Deluxe Edition)",album,0.547,0.814,-6.191,0.12,0.0215,0,0.0475,0.724,92.986,3.421116667,"Sia - Santa's Coming For Us",SiaVEVO,50685969,494298,22853,TRUE,TRUE,191151662,17.13684211,Spotify
"Fleetwood Mac","Dreams - 2004 Remaster","Rumours (Super Deluxe)",album,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,4.296666667,"Fleetwood Mac - Dreams (Official Music Video)","Fleetwood Mac",41698012,476988,18380,TRUE,TRUE,1145814659,3.84375,Spotify
"Fleetwood Mac","The Chain - 2004 Remaster","Rumours (Super Deluxe)",album,0.545,0.67,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,4.50355,"The Chain (2004 Remaster)","Fleetwood Mac - Topic",63168341,618971,1942,TRUE,TRUE,800258505,14.85587583,Spotify
"Fleetwood Mac","Everywhere - 2017 Remaster","Tango In the Night (Deluxe Edition)",album,0.73,0.487,-10.991,0.0303,0.258,0.01,0.0852,0.731,114.965,3.77755,"Fleetwood Mac - Everywhere (Official Music Video)","Fleetwood Mac",53248522,342799,12135,TRUE,TRUE,615384523,5.715962441,Spotify
"Fleetwood Mac","Go Your Own Way - 2004 Remaster",Rumours,album,0.583,0.947,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,3.726883333,"Fleetwood Mac - Go Your Own Way (Official Music Video)","Fleetwood Mac",5109177,44832,2039,TRUE,TRUE,732367244,13.94698085,Spotify
"Fleetwood Mac",Landslide,"Fleetwood Mac",album,0.414,0.161,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,3.324883333,"Fleetwood Mac - Landslide (Official Music Video) [HD]","Fleetwood Mac",76081765,451100,24275,TRUE,TRUE,512338633,1.376068376,Spotify
"Fleetwood Mac","Don't Stop - 2004 Remaster",Rumours,album,0.671,0.71,-7.724,0.0356,0.0393,0.0000112,0.0387,0.834,118.745,3.22245,"Fleetwood Mac - Don't Stop (Official Music Video)","Fleetwood Mac",5410145,42737,1411,TRUE,TRUE,252302426,18.34625323,Spotify
"Fleetwood Mac","Little Lies - 2017 Remaster","Tango In the Night (Deluxe Edition)",album,0.64,0.649,-10.345,0.0264,0.216,0.000083,0.0551,0.865,124.825,3.684216667,"Fleetwood Mac - Little Lies (Official Music Video)","Fleetwood Mac",49292398,385402,15325,TRUE,TRUE,298619427,11.77858439,Spotify
"Fleetwood Mac",Rhiannon,"Fleetwood Mac",album,0.723,0.49,-14.745,0.0296,0.111,0.0946,0.0923,0.795,129.012,4.212883333,"Fleetwood Mac - Rhiannon (Official Music VIdeo)","Fleetwood Mac",8490005,61004,3698,TRUE,TRUE,302893047,5.308775731,Spotify
"Fleetwood Mac",Gypsy,"Greatest Hits",compilation,0.622,0.54,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,4.415116667,"Fleetwood Mac - Gypsy (Official Music Video)","Fleetwood Mac",81512369,436530,17764,TRUE,TRUE,213673856,2.037735849,Spotify
"Fleetwood Mac","Never Going Back Again - 2004 Remaster","Rumours (Super Deluxe)",album,0.654,0.336,-12.825,0.0379,0.858,0.385,0.0786,0.947,176.083,2.24,"Never Going Back Again (2004 Remaster)","Fleetwood Mac - Topic",2246595,23628,43,TRUE,TRUE,189357854,4.27480916,Spotify
ABBA,"Dancing Queen",Arrival,album,0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,3.84,"Abba - Dancing Queen (Official Music Video Remastered)",AbbaVEVO,679721429,3253260,125468,TRUE,TRUE,877774503,1.098484848,Spotify
ABBA,"Gimme! Gimme! Gimme! (A Man After Midnight)",Voulez-Vous,album,0.749,0.491,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,4.876883333,"ABBA - Gimme! Gimme! Gimme! (A Man After Midnight)",AbbaVEVO,361288115,3156029,67741,TRUE,TRUE,519184335,3.088050314,Spotify
ABBA,"Mamma Mia",Abba,album,0.749,0.748,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,3.55445,"Abba - Mamma Mia (Official Music Video)",AbbaVEVO,272724820,1324658,38708,TRUE,TRUE,375576936,1.594882729,Spotify
ABBA,Angeleyes,Voulez-Vous,album,0.719,0.922,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,4.348216667,"ABBA - Angeleyes","Nicolle Inverno",7540645,51162,2172,FALSE,FALSE,135342126,10.6343714,Spotify
ABBA,"The Winner Takes It All","Super Trouper",album,0.454,0.788,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,4.912,"ABBA - The Winner Takes It All (Video)",AbbaVEVO,115380254,512491,22130,TRUE,TRUE,295039369,9.173457509,Spotify
ABBA,"Take A Chance On Me","The Album",album,0.684,0.675,-8.123,0.0257,0.163,0,0.242,0.924,107.064,4.06555,"ABBA - Take A Chance On Me (Official Music Video)",AbbaVEVO,142034489,512716,25315,TRUE,TRUE,250065301,2.789256198,Spotify
ABBA,"Lay All Your Love On Me","Super Trouper",album,0.678,0.727,-7.844,0.0258,0.117,0.00396,0.354,0.71,133.481,4.57445,"Abba - Lay all your love on me - 0riginal Video",LONNIE,2968673,39389,798,FALSE,FALSE,252601051,2.053672316,Spotify
ABBA,Waterloo,Waterloo,album,0.445,0.949,-4.682,0.0471,0.395,0.00000818,0.0902,0.653,147.604,2.816,"Abba - Waterloo (Official Music Video)",AbbaVEVO,77339439,368779,14431,TRUE,TRUE,222521002,10.5210643,Spotify
ABBA,Chiquitita,Voulez-Vous,album,0.5,0.554,-8.108,0.0354,0.734,0.00000372,0.312,0.372,84.229,5.438666667,"Abba - Chiquitita (Official Music Video)",AbbaVEVO,219881780,1203620,48127,TRUE,TRUE,210743145,1.775641026,Youtube
ABBA,"Super Trouper","Super Trouper",album,0.764,0.626,-8.274,0.0288,0.457,0.00000635,0.201,0.961,118.34,4.214216667,"ABBA - Super Trouper (Video)",AbbaVEVO,90572907,375323,15600,TRUE,TRUE,208513838,3.114427861,Spotify
"Frank Sinatra","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Christmas Songs by Sinatra",album,0.652,0.259,-13.336,0.0595,0.903,0,0.362,0.836,142.169,2.590883333,"Frank Sinatra - Let It Snow! Let It Snow! Let It Snow! (Official Music Video)",FrankSinatraVEVO,13683856,144902,2105,TRUE,TRUE,471405587,0.715469613,Spotify
"Frank Sinatra","Have Yourself A Merry Little Christmas - Remastered 1999","A Jolly Christmas From Frank Sinatra",album,0.262,0.137,-15.235,0.0344,0.913,0.00000674,0.267,0.288,92.183,3.443333333,"Frank Sinatra - Have Yourself A Merry Little Christmas (Official Video)",FrankSinatraVEVO,6422826,94812,3321,TRUE,TRUE,126469786,0.513108614,Spotify
"Frank Sinatra","Jingle Bells - Remastered 1999","A Jolly Christmas From Frank Sinatra",album,0.512,0.339,-13.119,0.0498,0.727,0,0.0977,0.951,174.609,2.01155,"Frank Sinatra - Jingle Bells",FrankSinatraVEVO,15255986,286935,4977,TRUE,TRUE,177473609,3.469805527,Spotify
"Frank Sinatra","My Way","My Way (Expanded Edition)",album,0.401,0.381,-7.458,0.0274,0.7,0,0.122,0.229,75.454,4.613333333,"Frank Sinatra - My Way (Live At Madison Square Garden, New York City / 1974 / 2019 Edit)",FrankSinatraVEVO,40356494,323576,12901,TRUE,TRUE,329370178,3.12295082,Spotify
"Frank Sinatra","Somethin' Stupid","The World We Knew",album,0.257,0.338,-12.902,0.0357,0.736,0,0.252,0.544,207.356,2.708216667,"Frank and Nancy Sinatra - Somethin' Stupid (1967)","Glen Campbell and Much Much More",420791,5476,190,FALSE,FALSE,182673374,1.341269841,Spotify
"Frank Sinatra","Santa Claus Is Comin' to Town","Christmas Songs by Sinatra",album,0.646,0.204,-11.957,0.0565,0.826,0,0.312,0.688,140.281,2.577333333,"Santa Claus is Coming To Town - Frank Sinatra HQ Christmas",Sands-show,1679701,23726,533,FALSE,FALSE,88041370,0.653846154,Spotify
"Frank Sinatra","Fly Me To The Moon (In Other Words)","Sinatra/Basie: The Complete Reprise Studio Recordings",album,0.668,0.26,-14.256,0.0523,0.453,0,0.0621,0.368,119.416,2.45,"Fly Me To The Moon (2008 Remastered)","Frank Sinatra - Topic",135669950,1746670,20771,TRUE,TRUE,506872698,4.186795491,Spotify
"Frank Sinatra","Strangers In The Night","Strangers In The Night (Expanded Edition)",album,0.259,0.473,-8.275,0.0295,0.592,0,0.201,0.539,90.348,2.631116667,"Frank Sinatra - Strangers In The Night",FrankSinatraVEVO,14266051,131664,3857,TRUE,TRUE,143712745,2.353233831,Spotify
"Frank Sinatra","That's Life","That's Life",album,0.56,0.434,-14.151,0.0729,0.55,0,0.346,0.664,112.803,3.117333333,"Frank Sinatra - That's Life","Georgia Rainbow",45558716,271523,15163,FALSE,FALSE,212972149,1.25433526,Spotify
"Frank Sinatra","Silent Night - 1999 Remaster","A Jolly Christmas From Frank Sinatra",album,0.252,0.118,-17.62,0.0328,0.945,0.000062,0.117,0.14,87.575,2.438216667,"Frank Sinatra - Silent Night (Visualizer)",FrankSinatraVEVO,43026,932,27,TRUE,TRUE,42053170,1.008547009,Spotify
TiÃ«sto,10:35,10:35,single,0.696,0.793,-5.733,0.097,0.0683,0.00000378,0.18,0.698,120.003,2.870883333,"TiÃ«sto - 10:35 (feat. Tate McRae) (Official Music Video)",TiÃ«sto,12850997,137385,2405,TRUE,TRUE,107996524,4.405555556,Spotify
TiÃ«sto,"The Motto","The Motto",single,0.754,0.763,-4.627,0.0435,0.0301,0.0000223,0.0901,0.464,117.953,2.746983333,"TiÃ«sto & Ava Max - The Motto (Official Music Video)",TiÃ«sto,124255684,980422,16264,TRUE,TRUE,547871739,8.468368479,Spotify
TiÃ«sto,"Don't Be Shy","Don't Be Shy",single,0.77,0.787,-3.748,0.0583,0.198,0,0.262,0.513,119.986,2.341666667,"TiÃ«sto & Karol G - Don't Be Shy (Official Music Video)",TiÃ«sto,329901294,2401650,39197,TRUE,TRUE,481307838,3.003816794,Spotify
TiÃ«sto,"Lay Low","Lay Low",single,0.534,0.855,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,2.557383333,"TiÃ«sto - Lay Low (Official Visualizer)",TiÃ«sto,2192535,28849,602,TRUE,TRUE,18374300,2.471098266,Spotify
TiÃ«sto,"The Business","The Business",single,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,2.733333333,"TiÃ«sto - The Business (Official Music Video)",TiÃ«sto,236818708,1836947,26791,TRUE,TRUE,980693352,5.535714286,Spotify
TiÃ«sto,"Hot In It","Hot In It",single,0.748,0.841,-5.08,0.177,0.00445,0.00000133,0.0413,0.717,123.045,2.163616667,"TiÃ«sto & Charli XCX - Hot In It [Official Music Video]",TiÃ«sto,5891427,96134,2236,TRUE,TRUE,117679131,20.36319613,Spotify
TiÃ«sto,"Pump It Louder","Pump It Louder",single,0.66,0.942,-2.273,0.185,0.00789,0.0000176,0.834,0.543,126.017,2.64285,"TiÃ«sto & Black Eyed Peas - Pump It Louder (Official Video)",TiÃ«sto,2099152,61252,1238,TRUE,TRUE,27908495,1.129496403,Spotify
TiÃ«sto,"Another Love - TiÃ«sto Remix","Another Love (TiÃ«sto Remix)",single,0.79,0.764,-4.685,0.0737,0.0836,0.0871,0.132,0.473,123.046,3.089433333,"Tom Odell- Another Love (TiÃ«sto Remix)",TiÃ«sto,2182357,31412,416,FALSE,TRUE,38610617,5.787878788,Spotify
TiÃ«sto,"Baila Conmigo","Baila Conmigo",single,0.652,0.855,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,2.4375,"TiÃ«sto - Baila Conmigo (Official Lyric Video)",TiÃ«sto,2087256,32315,693,TRUE,TRUE,32419330,2.507331378,Spotify
TiÃ«sto,"Jackie Chan","The London Sessions",album,0.747,0.833,-2.867,0.045,0.374,0,0.0586,0.687,128.008,3.596,"TiÃ«sto & Dzeko ft. Preme & Post Malone â€“ Jackie Chan (Official Music Video)",TiestoVEVO,52275235,520812,11774,TRUE,TRUE,782756255,14.21501706,Spotify
"Elton John","Cold Heart - PNAU Remix","The Lockdown Sessions",album,0.795,0.8,-6.32,0.0309,0.0354,0.0000725,0.0915,0.934,116.032,3.378916667,"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)",EltonJohnVEVO,396909270,2532714,46017,TRUE,TRUE,1357658479,8.743169399,Spotify
"Elton John","I'm Still Standing","Too Low For Zero",album,0.504,0.904,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,3.057333333,"Elton John - I'm Still Standing",EltonJohnVEVO,170453554,1658219,37642,TRUE,TRUE,649281620,6.457142857,Spotify
"Elton John","Hold Me Closer","The Lockdown Sessions",album,0.658,0.783,-4.615,0.113,0.0798,0.00018,0.187,0.491,126.027,3.370766667,"Elton John, Britney Spears - Hold Me Closer (Official Video)",EltonJohnVEVO,15181510,165237,6585,TRUE,TRUE,190102352,4.187165775,Spotify
"Elton John","Rocket Man (I Think It's Going To Be A Long, Long Time)","Honky Chateau",album,0.601,0.532,-9.119,0.0286,0.432,0.00000625,0.0925,0.341,136.571,4.69355,"Elton John - Rocket Man (Official Music Video)",EltonJohnVEVO,129299713,960562,25910,TRUE,TRUE,828968108,5.751351351,Spotify
"Elton John","Your Song","Elton John",album,0.554,0.315,-11.028,0.0298,0.828,0.00000553,0.101,0.325,128.157,4.029783333,"Elton John - Your Song (1970 Original Video) (HD 720p)",NVNCBL,1591571,22237,1137,FALSE,FALSE,654292280,3.118811881,Spotify
"Elton John","Don't Go Breaking My Heart","Rock Of The Westies",album,0.729,0.844,-8.824,0.0344,0.149,0.00000287,0.0604,0.777,131.459,4.590666667,"Elton John - Don't Go Breaking My Heart (with Kiki Dee)",EltonJohnVEVO,87086359,638960,15221,TRUE,TRUE,562468940,13.97350993,Spotify
"Elton John","Tiny Dancer","Madman Across The Water",album,0.414,0.428,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,6.284883333,"Elton John - Tiny Dancer (Official Music Video)",EltonJohnVEVO,155579484,650110,18268,TRUE,TRUE,606925181,2.891891892,Spotify
"Elton John","Step Into Christmas","Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe)",album,0.526,0.925,-5.584,0.0363,0.102,0.0000089,0.305,0.819,140.308,4.5399,"Elton John - Step Into Christmas",EltonJohnVEVO,19096844,47486,2114,TRUE,TRUE,236457156,3.032786885,Spotify
"Elton John","Goodbye Yellow Brick Road - Remastered 2014","Goodbye Yellow Brick Road (Remastered)",album,0.559,0.473,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,3.213783333,"Goodbye Yellow Brick Road (Remastered 2014)","Elton John - Topic",17035966,209965,571,TRUE,TRUE,242563343,3.071428571,Spotify
"Elton John","Merry Christmas","Merry Christmas",single,0.594,0.935,-2.018,0.0357,0.243,0.00000236,0.102,0.602,113.99,3.475783333,"Ed Sheeran & Elton John - Merry Christmas [Official Video]","Ed Sheeran",57457813,809894,26363,TRUE,TRUE,133344222,9.166666667,Spotify
JAY-Z,"Ni**as In Paris","Watch The Throne (Deluxe)",album,0.789,0.858,-5.542,0.311,0.127,0,0.349,0.775,140.022,3.65555,"Jay-Z & Kanye West - Ni**as In Paris (Explicit)",KanyeWestVEVO,374189685,2521768,103200,TRUE,TRUE,1054470731,2.458452722,Spotify
JAY-Z,"Empire State Of Mind","The Blueprint 3",album,0.491,0.956,-1.538,0.392,0.0295,0,0.46,0.811,173.585,4.615333333,"JAY-Z - Empire State Of Mind ft. Alicia Keys",JayZVEVO,95231588,833985,11631,TRUE,TRUE,678424384,2.07826087,Spotify
JAY-Z,"Numb / Encore","Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course",single,0.687,0.793,-4.254,0.166,0.0603,0,0.582,0.751,107.045,3.428883333,"Numb/Encore - Linkin Park ft. Jay Z (Unofficial Music Video)","Neil Collins",47752493,219401,4024,FALSE,FALSE,778880225,1.362542955,Spotify
JAY-Z,"Run This Town","The Blueprint 3",album,0.632,0.924,-1.802,0.29,0.281,0,0.263,0.441,86.844,4.458666667,"Jay z ft Rihanna and Kanye west - Run this town",Kayser926,17001975,138161,5585,FALSE,FALSE,296375103,3.513307985,Spotify
JAY-Z,"No Church In The Wild","Watch The Throne (Deluxe)",album,0.654,0.75,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,4.541783333,"Jay-Z & Kanye West - No Church In The Wild ft. Frank Ocean, The-Dream",KanyeWestVEVO,106953199,826069,53502,TRUE,TRUE,293182456,4.491017964,Spotify
